Tor  Guimaraes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex  Withers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo  Trincavelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter  Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee  Westover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritoshi  Yasunaga,Jung Hwan Kim,Ikuo  Yoshihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko  Salmela,Harri  Kyll&#246,nen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastiaan  Sch&#246,nhage,Alex  van Ballegooij,Anton  Elli&#235,ns,,,,,,,,,,,,,,,,,,,,,,,,,,
Constantin  Arapis,Dimitri  Konstantas,Thomi  Pilioura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel M. Abunawass,Opinderjit Singh Bhella,Min  Ding,Weiqun  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea  Bottari,Gianni Degli Antoni,Andrea G. B. Tettamanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulvio  Corno,Matteo Sonza Reorda,Giovanni  Squillero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elena  Marchiori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilukuri K. Mohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uffe Kock Wiil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keqin  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhard  Jung,Robert  Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory J. Hoelting,Dale I. Schoenefeld,Roger L. Wainwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Antil Nanavati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan  Carroll,Gary  Chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie-Michelle  Boulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.  Ford,G.  Hellenga,V.  Palaiya,D.  Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray  Hasemi,Bruce A. Pearce,Ramin B. Arani,William G. Hinson,Merle G. Paule,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas  Durand,Jean-Marc  Alliot,Joseph  Noailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray R. Hashemi,Therese M. Schafer,William G. Hinson,John R. Talburt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reza  Langari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lori A. Freitag,Raymond M. Loy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Robertson,Kevin  Campbell,Stephen  Lau,Terry  Ligocki,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atsuyuki  Morishima,Hiroyuki  Kitagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiyuki  Seto,Takuhiro  Nagafuji,Motomichi  Toyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami  Khuri,Teresa  Chiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz S. Ochi,Lucia M. A. Drummond,Rosa M. V. Figueiredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles E. Kaiser Jr.,Gary B. Lamont,Laurence D. Merkle,George H. Gates Jr.,Ruth  Pachter,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie  desJardins,Penny  Rheingans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney  Fels,Kenji  Mase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  van Liere,Wim  de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric V. Siegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne  McClard,Patricia  Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerzy W. Grzymala-Busse,Wojciech  Ziarko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry  Hochheiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Erickson Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna  Bouch,Allan  Kuchinsky,Nina  Bhatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivkumar  Kalyanaraman,Raj  Jain,Sonia  Fahmy,Rohit  Goyal,Bobby  Vandalore,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,Susan  McRoy,Songsak  Channarvkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Johnson,Larry  Birnbaum,Ray  Bareiss,Tom  Hinrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve  Lawrence,C. Lee Giles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Welty,Louis J. Hoebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike  Chesher,Walter  Skok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ljubomir  Jerinic,Vladan  Devedzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias M. Awad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.  Lajolo,L.  Lavagno,M.  Rebaudengo,M. Sonza Reorda,M.  Violante,,,,,,,,,,,,,,,,,,,,,,,,,,
Danai  Patiyoot,S. J. Shepard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Patiyoot,S. J. Shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward A. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moshe Y. Vardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.  Shen,W.  Liao,A.  Choudhary,G.  Memik,M.  Kandemir,S.  More,G.  Thiruvathukal,A.  Singh,,,,,,,,,,,,,,,,,,,,,,,
Tom  Barclay,Jim  Gray,Don  Slutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander S. Szalay,Peter Z. Kunszt,Ani  Thakar,Jim  Gray,Don  Slutz,Robert J. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,
Anil K. Nori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda  Goodwin,Sean  Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Pedro Cara&#231,a-Valente,Ignacio  Lopez-Chavarrias,Cesar  Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan M. Ale,Gustavo H. Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jianning  Dong,William  Perrizo,Qin  Ding,Jingkai  Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami  Khuri,Tim  Walters,Yanti  Sugono,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos  Cotta,Jose M. Piquer, M. Troya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyue-Liang  Wang,Jenn-Shing  Tsai,Tzung-Pei  Hong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tzung-Pei  Hong,Chan-Sheng  Kuo,Sheng-Chai  Chi,Shyue-Liang  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz  Neum&#252,ller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffrey  Engerman,Lee  Kearney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob  Briscoe,Ian  Fairman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug  Bryan,Anatole  Gershman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arie  Segev,Carrie  Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John F. Meech,Katherine  Baker,Edith  Law,Ramiro  Liscano,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert S. Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir  Michail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amos  Beimel,Francesco  Bergadano,Nader H. Bshouty,Eyal  Kushilevitz,Stefano  Varricchio,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean  Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al  Globus,Eric  Langhirt,Miron  Livny,Ravishankar  Ramamurthy,Marvin  Solomon,Steve  Traugott,,,,,,,,,,,,,,,,,,,,,,,,,
Sita  Ramakrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young-Woo  Seo,Byoung-Tak  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rory  O'Connor,Robert  Cochran,Tony  Moynihan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank  Mauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey M. Bradshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,Susan  McRoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolf  Pfeifer,Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David B. Fogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  St. Amant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janyce  Wiebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Welty,Lou  Hoebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Elena Bonfigi,Giorgio  Casadei,Paola  Salomoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernst-Georg  Haffner,Uwe  Roth,Thomas  Engel,Christoph  Meinel,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.  Roselli,C.  Catanese,S.  Loverro,M. V. Pragnell,G.  Sammito,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart  Cheshire,Mary  Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejan  Miloji&#269,i&#263,,Frederick  Douglis,Richard  Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley C. Wheeler,Alan R. Dennis,Laurence I. Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachi  Karni,Craig  Gotsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro V. Sander,Xianfeng  Gu,Steven J. Gortler,Hugues  Hoppe,John  Snyder,,,,,,,,,,,,,,,,,,,,,,,,,,
John  McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pourang  Irani,Colin  Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom  Lanning,Kent  Wittenburg,Michael  Heinrichs,Christina  Fyock,Glenn  Li,,,,,,,,,,,,,,,,,,,,,,,,,,
Audris  Mockus,Stacie  Hibino,Todd  Graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staffan  Bj&#246,rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sougata  Mukherjea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary  Tomlinson,Drew  Major,Ron  Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christos H. Papadimitriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay S. Iyengar,Chidanand  Apte,Tong  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor V. Cadez,Scott  Gaffney,Padhraic  Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew W. Crapo,Laurie B. Waisel,William A. Wallace,Thomas R. Willemain,,,,,,,,,,,,,,,,,,,,,,,,,,,
William W. Cohen,Henry  Kautz,David  McAllester,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke  Wang,Senqiang  Zhou,Yu  He,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor  Cadez,David  Heckerman,Christopher  Meek,Padhraic  Smyth,Steven  White,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry  Pavlov,Darya  Chudova,Padhraic  Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis  DeCoste,Kiri  Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred  Inselberg,Tova  Avidan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike  Gardner,Jack  Bieker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross D. King,Andreas  Karwath,Amanda  Clare,Luc  Dephaspe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose M. Piquer, M. Pe&#241,a,Fazel  Famili,Sylvain  L&#233,tourneau,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy  Gersten,R&#252,diger  Wirth,Dirk  Arndt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pang-Ning  Tan,Hannah  Blau,Steve  Harp,Robert  Goldman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan D. Becher,Pavel  Berkhin,Edmund  Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiming  Ma,Bing  Liu,Ching Kian Wong,Philip S. Yu,Shuik Ming Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddhartha  Bhattacharyya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali  Dhond,Amar  Gupta,Sanjeev  Vadhavkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin  Gavrilov,Dragomir  Anguelov,Piotr  Indyk,Rajeev  Motwani,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan P. Cara&#231,a-Valente,Ignacio  L&#243,pez-Chavarr&#237,as,,,,,,,,,,,,,,,,,,,,,,,,,,
Nandini  Raghavan,Robert M. Bell,Matthias  Schonlau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dina  Katabi,John  Wroclawski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soumen  Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vipin  Kumar,Mohammed  Zaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simeon J. Simoff,Osmar R. Za&#239,ane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.  Famili,Ivan  Bruha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Hagen,Rony  Kahavi,Bonnie J. Lowell,John  Riedl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkhard D. Steinmacher-Burow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalina  Danis,Stephen  Boies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takashi  Kiriyama,Ling  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surendra  Bommu,Niall  O'Neill,Maciej  Ciesielski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marjorie  Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian  Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan  Pulleyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marjorie  Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soumen  Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vipin  Kumar,Mohammed  Zaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven  Lucco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey M. Bradshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas  Blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reva  Freedman,Syed S. Ali,Susan  McRoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard G. Epstein,Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetsuo  Sawaragi,Yukio  Horiguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Mc Kevitt,Conn  Mulvihill,Se&#225,n &#211, Nuall&#225,in,,,,,,,,,,,,,,,,,,,,,,,,,
Karen T. Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris  Welty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabel  Machado,Rui  Prada,Ana  Paiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sita  Popat,Kia  Ng,Jacqueline  Smith-Autard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volodymyr  Ovsiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manfred  Hauswirth,Clemens  Kerer,Roman  Kurmanowytsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay  Varadharajan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cary A. Deck,Bart J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juhnyoung  Lee,Mark  Podlaseck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwang-Tat  Ang,James Y. L. Thong,Chee-Sing  Yap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grzegorz  Czajkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naren  Ramakrishnan,Calvin J. Ribbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. H. Enright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirav H. Kapadia,Jose M. Piquer, A. B. Fortes,Mark S. Lundstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna  Watson,M. Angela Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. L. Wang,S. H. Wu,I. C. Wang,C. L. Sung,W. L. Hsu,W. K. Shih,,,,,,,,,,,,,,,,,,,,,,,,,
Christian  B&#246,hm,Bernhard  Braunm&#252,ller,Markus  Breunig,Hans-Peter  Kriegel,,,,,,,,,,,,,,,,,,,,,,,,,
John N. Murphy,Alan  Russell,Anthony B. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman  Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deborah  Mateik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris  Lankford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atif M. Memon,Martha E. Pollack,Mary Lou Soffa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas  Blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,Susan  McRoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erann  Gat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie A. Bienkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen T. Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Welty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Han  Kesong,Wang  Yongcheng,Chen  Guilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. K. P. Wong,R. W. P. Luk,K. F. Wong,K. L. Kwok,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&#252,rgen  D&#246,llner,Oliver  Kersting,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard  Giordano,David  Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susanne  Albers,Naveen  Garg,Stefano  Leonardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald  Cramer,Victor  Shoup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongjun  Lu,Ling  Feng,Jiawei  Han,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yair M. Babad,Jeffrey A. Hoffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James A. Haskett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio  Paterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Louis Bentley,Franco P. Preparata,Mark G. Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piraye  Bayman,Richard E. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly K. Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You-Dong  Liang,Brian A. Barsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward H. McCall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc  Eisenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph  Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Y. Chin,John  Lam,I-Ngo  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard E. Mayer,Piraye  Bayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. D. Canon,D. H. Fritz,J. H. Howard,T. D. Howell,M. F. Mitoma,J.  Rodriquez-Rosell,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos A. Coello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Bowers,David  Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard E. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  Morris,Ken  Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin J. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathy  Lynch,Angela  Carbone,Peter  Jamieson,David  Arnott,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph C. Merkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Y. Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James W. Hunt,Thomas G. Szymanski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosh&#233, M. Zloof,S. Peter de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Gries,Jayadev  Misra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,Peter J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James  Allen,George  Ferguson,Amanda  Stent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorsten  Bohnenberger,Anthony  Jameson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. M. Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim R. Davies,Abigail S. Gertner,Neal  Lesh,Charles  Rich,Candace L. Sidner,Jeff  Rickel,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley W. Chu,Holger  Opderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth D. Forbus,Ronald W. Ferguson,Jeffery M. Usher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalie S. Glance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana  Paiva,Isabel  Machado,Rui  Prada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro  Szekely,Craig Milo Rogers,Martin  Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond  Kosala,Hendrik  Blockeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley  Loh,Leandro Krug Wives,Jose M. Piquer, Palazzo M. de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne  Behnke,Elaine  Dobinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil M. Goldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Frank Ackerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen W. Smoliar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur  Evans Jr.,William  Kantrowitz,Edwin  Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. F. Traub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick A. V. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael H. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel A. Richardson,J. L. Kuester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maciej M. Syslo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian H. Reinsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gideon  Ehrlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Schmitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony C. Hearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. B. Dunham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James C. Tiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Y. Ku,R. J. Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald L. Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. H. Golub,L. B. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egon  Dorrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Bayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George E. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. S. K&#246,lbig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.  Lohse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. A. Belady,R. A. Nelson,G. S. Shedler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter  Gautschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno F. W. Whitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo C. Salazar,Subrata K. Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward  Minieka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. A. Bray,C.  Witzgall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. H. Henderson,R. M. Knapp,M. E. Volberding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
